split,image,label,source_sample,source_image,source_kind,source_confidence,bbox_xyxy,bbox_yolo,angle,scale_x,scale_y,shear,tx,ty
train,images/train/low_conf_typical_02_02.jpg,labels/train/low_conf_typical_02_02.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"26.75,380.79,460.00,834.50",0 0.527930 0.593407 0.939802 0.443078,-4.7543,0.9823,1.0064,-0.7733,-4.9224,25.6414
train,images/train/low_conf_typical_02_03.jpg,labels/train/low_conf_typical_02_03.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"44.21,353.99,460.00,782.51",0 0.546867 0.554934 0.901928 0.418477,3.8646,0.9994,0.9588,1.2754,18.5895,-13.2401
train,images/train/low_conf_typical_02_04.jpg,labels/train/low_conf_typical_02_04.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"30.67,370.62,460.00,824.60",0 0.532184 0.583607 0.931294 0.443339,1.5523,0.9918,1.0588,3.2846,-3.7673,9.6025
train,images/train/low_conf_typical_02_05.jpg,labels/train/low_conf_typical_02_05.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"0.00,336.03,460.00,765.89",0 0.498915 0.538046 0.997831 0.419789,-4.6703,1.0481,0.9514,3.8861,-9.2509,-26.6224
train,images/train/low_conf_typical_02_06.jpg,labels/train/low_conf_typical_02_06.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"23.98,359.69,460.00,812.85",0 0.524926 0.572532 0.945810 0.442538,4.0026,0.9915,1.0197,-1.6828,12.9577,0.6752
train,images/train/low_conf_typical_02_07.jpg,labels/train/low_conf_typical_02_07.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"7.04,396.60,460.00,826.72",0 0.506555 0.597324 0.982552 0.420031,0.8337,1.0625,1.0151,-1.9589,-4.2447,27.1085
train,images/train/low_conf_typical_02_08.jpg,labels/train/low_conf_typical_02_08.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"16.99,359.49,450.50,784.40",0 0.507038 0.558541 0.940352 0.414949,3.3801,0.9586,0.9626,-0.6051,-9.7896,-9.5123
train,images/train/low_conf_typical_02_09.jpg,labels/train/low_conf_typical_02_09.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"26.42,351.94,460.00,795.01",0 0.527571 0.560035 0.940519 0.432690,1.6922,1.0251,1.0314,-0.7351,6.2138,-12.492
train,images/train/low_conf_typical_02_10.jpg,labels/train/low_conf_typical_02_10.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"41.11,331.97,460.00,799.62",0 0.543506 0.552535 0.908650 0.456690,-4.9021,0.9936,1.0339,-2.4777,8.0006,-18.2713
train,images/train/low_conf_typical_02_11.jpg,labels/train/low_conf_typical_02_11.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"41.75,364.34,460.00,806.73",0 0.544196 0.571812 0.907269 0.432030,-2.2166,0.9663,1.0249,3.484,11.9129,1.4544
train,images/train/low_conf_typical_02_12.jpg,labels/train/low_conf_typical_02_12.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"43.95,337.58,460.00,789.74",0 0.546584 0.550448 0.902494 0.441562,-0.7814,0.9846,1.0688,-2.6339,13.4398,-24.2641
train,images/train/low_conf_typical_02_13.jpg,labels/train/low_conf_typical_02_13.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"34.92,341.27,460.00,794.12",0 0.536791 0.554388 0.922081 0.442239,-5.0811,0.9784,0.998,-1.7347,0.8216,-13.6914
train,images/train/low_conf_typical_02_14.jpg,labels/train/low_conf_typical_02_14.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"15.98,374.69,460.00,800.15",0 0.516244 0.573655 0.963174 0.415491,-1.3781,1.0439,0.9944,1.3791,-6.2078,5.1164
train,images/train/low_conf_typical_02_15.jpg,labels/train/low_conf_typical_02_15.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"4.88,357.85,460.00,795.85",0 0.504206 0.563332 0.987249 0.427737,5.1429,1.0077,0.9613,-0.0127,-7.4291,-5.0243
train,images/train/low_conf_typical_02_16.jpg,labels/train/low_conf_typical_02_16.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"38.03,386.29,460.00,809.97",0 0.540159 0.584113 0.915343 0.413749,-2.7343,1.0277,0.9674,1.5429,15.8749,18.3042
train,images/train/low_conf_typical_02_17.jpg,labels/train/low_conf_typical_02_17.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"0.00,340.37,460.00,797.59",0 0.498915 0.555642 0.997831 0.446500,5.4126,1.0162,1.0082,-3.5392,-5.0068,-15.8803
val,images/val/low_conf_typical_02_18.jpg,labels/val/low_conf_typical_02_18.txt,2,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.225,"6.98,333.99,460.00,800.44",0 0.506491 0.553918 0.982679 0.455518,3.0222,0.991,1.0674,-1.7519,-7.3429,-21.5635
train,images/train/low_conf_typical_03_01.jpg,labels/train/low_conf_typical_03_01.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"26.73,348.26,460.00,786.03",0 0.527906 0.553852 0.939849 0.427510,-1.6193,1.0569,1.0178,-1.7637,1.1581,-16.8287
train,images/train/low_conf_typical_03_02.jpg,labels/train/low_conf_typical_03_02.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"32.69,364.56,460.00,831.77",0 0.534376 0.584144 0.926910 0.456261,-3.646,0.9758,1.0598,1.3061,3.0164,12.0927
train,images/train/low_conf_typical_03_03.jpg,labels/train/low_conf_typical_03_03.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"18.17,376.97,458.94,824.32",0 0.517475 0.586569 0.956116 0.436867,-1.799,1.0184,1.0392,-0.5572,-12.4805,15.2296
train,images/train/low_conf_typical_03_04.jpg,labels/train/low_conf_typical_03_04.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"26.34,362.36,460.00,837.85",0 0.527483 0.586039 0.940696 0.464350,4.8226,0.9831,1.0602,-0.9378,14.9969,11.4179
train,images/train/low_conf_typical_03_05.jpg,labels/train/low_conf_typical_03_05.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"0.00,349.72,460.00,775.44",0 0.498915 0.549395 0.997831 0.415747,4.269,1.042,0.9444,-0.6468,-8.6031,-17.8873
train,images/train/low_conf_typical_03_06.jpg,labels/train/low_conf_typical_03_06.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"0.00,375.25,460.00,854.94",0 0.498915 0.600677 0.997831 0.468447,5.1346,1.0422,1.0588,-0.1888,-5.7713,26.2623
train,images/train/low_conf_typical_03_07.jpg,labels/train/low_conf_typical_03_07.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"29.01,335.20,460.00,782.52",0 0.530380 0.545765 0.934901 0.436838,5.234,0.9708,0.9867,-0.6639,13.7683,-24.6982
train,images/train/low_conf_typical_03_08.jpg,labels/train/low_conf_typical_03_08.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"22.97,349.23,460.00,770.26",0 0.523825 0.546624 0.948011 0.411156,0.6736,1.0363,0.9957,2.2291,-3.5189,-23.4337
train,images/train/low_conf_typical_03_09.jpg,labels/train/low_conf_typical_03_09.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"15.17,333.88,460.00,799.96",0 0.515367 0.553632 0.964927 0.455152,2.8243,1.0042,1.0675,-0.1172,-6.1132,-21.9411
train,images/train/low_conf_typical_03_10.jpg,labels/train/low_conf_typical_03_10.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"4.80,371.33,460.00,804.09",0 0.504124 0.573935 0.987413 0.422617,4.99,0.9758,0.9591,-3.4985,1.9292,6.4344
train,images/train/low_conf_typical_03_11.jpg,labels/train/low_conf_typical_03_11.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"50.48,394.72,460.00,811.12",0 0.553670 0.588791 0.888322 0.406640,2.7,0.9663,0.9496,3.311,7.9614,22.3248
train,images/train/low_conf_typical_03_12.jpg,labels/train/low_conf_typical_03_12.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"34.43,373.97,460.00,807.40",0 0.536254 0.576842 0.923153 0.423266,1.485,1.0419,1.0096,3.2548,9.5539,6.1898
train,images/train/low_conf_typical_03_13.jpg,labels/train/low_conf_typical_03_13.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"27.65,389.27,459.55,831.34",0 0.528407 0.596003 0.936879 0.431708,-1.5211,0.9466,1.0349,2.5701,-9.7702,25.1701
train,images/train/low_conf_typical_03_14.jpg,labels/train/low_conf_typical_03_14.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"5.61,371.26,460.00,815.82",0 0.504996 0.579629 0.985669 0.434137,3.5699,0.9883,1.0085,-3.8721,2.4398,8.9988
train,images/train/low_conf_typical_03_15.jpg,labels/train/low_conf_typical_03_15.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"29.67,367.75,460.00,800.03",0 0.531097 0.570205 0.933468 0.422152,-0.1212,0.9608,1.0332,-3.4629,1.7924,-1.6779
train,images/train/low_conf_typical_03_16.jpg,labels/train/low_conf_typical_03_16.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"21.32,347.83,460.00,826.12",0 0.522039 0.573219 0.951583 0.467076,5.3185,0.9999,1.0516,2.624,-2.8762,-1.6468
train,images/train/low_conf_typical_03_17.jpg,labels/train/low_conf_typical_03_17.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"30.17,339.93,458.33,777.37",0 0.529828 0.545558 0.928782 0.427188,5.388,0.9751,0.9544,2.9802,-1.4452,-23.0638
val,images/val/low_conf_typical_03_18.jpg,labels/val/low_conf_typical_03_18.txt,3,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-28d0bb2d6c1a.jpg,merged-low-conf,0.206,"30.27,375.41,440.15,818.46",0 0.510222 0.582944 0.889117 0.432670,1.2429,0.9451,1.0406,-0.0005,-11.2547,10.4462
train,images/train/low_conf_typical_04_01.jpg,labels/train/low_conf_typical_04_01.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"138.44,256.13,344.19,739.57",0 0.523459 0.486182 0.446313 0.472115,-1.9766,1.0492,0.9515,-0.6501,-9.2452,0.8009
train,images/train/low_conf_typical_04_02.jpg,labels/train/low_conf_typical_04_02.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"123.84,254.29,345.74,740.48",0 0.509302 0.485731 0.481356 0.474797,-4.3439,0.9638,0.947,0.9077,-13.1017,0.932
train,images/train/low_conf_typical_04_03.jpg,labels/train/low_conf_typical_04_03.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"168.37,218.12,366.18,729.73",0 0.579766 0.462818 0.429084 0.499620,0.0536,0.9626,1.0206,2.1872,18.6228,-22.8077
train,images/train/low_conf_typical_04_04.jpg,labels/train/low_conf_typical_04_04.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"126.20,205.78,341.64,742.86",0 0.507417 0.463203 0.467351 0.524501,1.1248,1.0692,1.0632,2.9451,-16.861,-22.1546
train,images/train/low_conf_typical_04_05.jpg,labels/train/low_conf_typical_04_05.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"143.59,261.73,330.47,748.68",0 0.514164 0.493363 0.405387 0.475539,-2.938,0.9696,0.9528,-2.0886,-12.0868,8.446
train,images/train/low_conf_typical_04_06.jpg,labels/train/low_conf_typical_04_06.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"147.54,219.62,361.73,740.89",0 0.552359 0.468998 0.464615 0.509049,4.3579,0.9883,1.0142,0.8386,4.0431,-18.0454
train,images/train/low_conf_typical_04_07.jpg,labels/train/low_conf_typical_04_07.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"172.77,227.09,365.90,757.33",0 0.584247 0.480672 0.418941 0.517809,1.1697,1.0309,1.05,1.3586,18.8473,-4.4724
train,images/train/low_conf_typical_04_08.jpg,labels/train/low_conf_typical_04_08.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"168.62,231.60,359.16,713.39",0 0.572431 0.461420 0.413321 0.470500,2.5196,0.9739,0.9455,1.327,14.1761,-26.1783
train,images/train/low_conf_typical_04_09.jpg,labels/train/low_conf_typical_04_09.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"137.28,219.77,341.24,752.37",0 0.518996 0.474676 0.442423 0.520112,2.4742,1.0514,1.0458,1.5011,-11.9346,-11.1507
train,images/train/low_conf_typical_04_10.jpg,labels/train/low_conf_typical_04_10.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"122.13,225.00,359.95,723.90",0 0.522858 0.463330 0.515885 0.487204,-4.6652,0.9884,0.9715,1.8067,-6.9773,-21.5241
train,images/train/low_conf_typical_04_11.jpg,labels/train/low_conf_typical_04_11.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"152.58,210.52,371.61,730.62",0 0.568536 0.459541 0.475127 0.507913,-1.7885,0.9454,1.0292,3.0505,14.5226,-25.477
train,images/train/low_conf_typical_04_12.jpg,labels/train/low_conf_typical_04_12.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"151.38,254.55,354.92,766.33",0 0.549138 0.498474 0.441512 0.499786,-3.4188,1.0319,0.9982,-2.0139,2.9904,14.5866
train,images/train/low_conf_typical_04_13.jpg,labels/train/low_conf_typical_04_13.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"125.98,257.79,380.38,783.11",0 0.549198 0.508254 0.551826 0.513009,-4.9062,0.9718,1.0265,3.4168,6.0813,25.3057
train,images/train/low_conf_typical_04_14.jpg,labels/train/low_conf_typical_04_14.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"116.27,236.39,344.73,775.01",0 0.500007 0.493845 0.495580 0.525997,-1.1628,0.9835,1.0691,3.7382,-17.7471,10.0703
train,images/train/low_conf_typical_04_15.jpg,labels/train/low_conf_typical_04_15.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"143.42,259.58,331.73,771.58",0 0.515355 0.503496 0.408486 0.499996,3.5037,0.9981,0.9968,3.8839,-12.1938,17.3559
train,images/train/low_conf_typical_04_16.jpg,labels/train/low_conf_typical_04_16.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"142.82,234.44,330.49,734.79",0 0.513360 0.473256 0.407096 0.488625,1.1946,1.0087,0.9905,1.2405,-13.4399,-12.9591
train,images/train/low_conf_typical_04_17.jpg,labels/train/low_conf_typical_04_17.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"140.19,270.87,325.98,759.81",0 0.505610 0.503258 0.403025 0.477481,1.4484,0.9518,0.966,2.5253,-15.644,17.346
train,images/train/low_conf_typical_04_18.jpg,labels/train/low_conf_typical_04_18.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"152.05,250.41,388.17,792.96",0 0.585917 0.509460 0.512202 0.529832,3.0064,0.9853,1.0677,-2.7165,18.8784,24.6084
train,images/train/low_conf_typical_04_19.jpg,labels/train/low_conf_typical_04_19.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"150.67,223.70,381.47,749.67",0 0.577155 0.475278 0.500645 0.513636,-3.0982,0.9504,1.0349,2.934,18.7456,-8.884
train,images/train/low_conf_typical_04_20.jpg,labels/train/low_conf_typical_04_20.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"133.48,244.99,337.26,732.72",0 0.510570 0.477397 0.442033 0.476308,-2.4344,1.069,0.9552,-3.0865,-16.0581,-7.9389
train,images/train/low_conf_typical_04_21.jpg,labels/train/low_conf_typical_04_21.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"141.94,242.16,353.49,765.10",0 0.537342 0.491828 0.458881 0.510685,4.879,1.0604,1.0091,3.141,-3.7881,5.0054
train,images/train/low_conf_typical_04_22.jpg,labels/train/low_conf_typical_04_22.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"119.81,237.42,359.22,772.10",0 0.519550 0.492929 0.519324 0.522149,3.2924,0.9616,1.0518,-3.3581,-11.482,7.3567
train,images/train/low_conf_typical_04_23.jpg,labels/train/low_conf_typical_04_23.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"130.02,233.91,336.02,750.41",0 0.505470 0.480624 0.446861 0.504395,-0.5385,1.0548,1.0272,0.5907,-17.6851,-4.2684
train,images/train/low_conf_typical_04_24.jpg,labels/train/low_conf_typical_04_24.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"131.08,242.21,339.18,784.29",0 0.510042 0.501220 0.451408 0.529382,-2.8261,0.9526,1.0662,0.545,-12.9335,18.101
train,images/train/low_conf_typical_04_25.jpg,labels/train/low_conf_typical_04_25.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"163.11,242.38,359.95,765.24",0 0.567310 0.492002 0.426992 0.510605,1.2326,1.0153,1.0354,0.3093,11.0428,6.889
train,images/train/low_conf_typical_04_26.jpg,labels/train/low_conf_typical_04_26.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"149.95,205.31,384.29,746.37",0 0.579437 0.464692 0.508341 0.528379,-4.9543,0.9783,1.0537,0.8446,19.262,-18.8121
train,images/train/low_conf_typical_04_27.jpg,labels/train/low_conf_typical_04_27.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"136.31,248.60,336.00,761.22",0 0.512266 0.493074 0.433174 0.500608,1.5796,0.999,1.0116,3.1884,-13.3379,7.5383
train,images/train/low_conf_typical_04_28.jpg,labels/train/low_conf_typical_04_28.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"138.51,237.92,385.53,782.79",0 0.568370 0.498392 0.535848 0.532103,3.3899,1.0586,1.0683,-2.0508,9.4515,13.0713
